Rk,Tm,Year,Date,Time,LTime,,Opp,Week,G#,Day,Result,OT,PF,PA,PD,PC,Cmp,Att,Cmp%,Yds,TD,Int,Sk,Yds,Rate
153,NYG,2009,2009-11-22,01:03:00 AM,01:03:00 AM,,ATL,11,10,Sun,W 34-31,OT,34,31,3,65,25,39,64.1,368,3,1,1,16,111.5
154,NYG,2015,2015-10-11,08:31:00 AM,08:31:00 AM,,SFO,5,5,Sun,W 30-27,,30,27,3,57,41,54,75.9,441,3,1,0,0,110.2
155,NYJ,2010,2010-11-21,01:03:00 AM,01:03:00 AM,,HOU,11,10,Sun,W 30-27,,30,27,3,57,22,38,57.9,298,3,1,3,17,100.2
156,TEN,2002,2002-12-01,01:03:00 AM,01:03:00 AM,@,NYG,13,12,Sun,W 32-29,OT,32,29,3,61,30,43,69.8,334,3,0,1,0,115.8
157,TEN,2009,2009-12-20,01:02:00 AM,12:02:00 PM,,MIA,15,14,Sun,W 27-24,OT,27,24,3,51,14,27,51.9,236,3,1,2,0,103.3
158,TEN,2015,2015-12-06,01:02:00 AM,12:02:00 PM,,JAX,13,12,Sun,W 42-39,,42,39,3,81,20,29,69,257,3,1,4,11,118.2
159,PHI,1973,1973-10-14,02:00:00 AM,01:00:00 AM,@,STL,5,5,Sun,W 27-24,,27,24,3,51,29,45,64.4,351,3,0,4,28,113.1
160,PHI,1993,1993-09-19,01:00:00 AM,01:00:00 AM,,WAS,3,3,Sun,W 34-31,,34,31,3,65,25,39,64.1,345,3,2,4,15,98.2
161,PHI,1993,1994-01-03,09:00:00 AM,06:00:00 AM,@,SFO,18,16,Mon,W 37-34,OT,37,34,3,71,26,43,60.5,307,3,1,3,43,100
162,PHI,2001,2001-12-30,04:06:00 AM,04:06:00 AM,,NYG,16,15,Sun,W 24-21,,24,21,3,45,21,39,53.8,241,3,1,4,29,90.8
163,PHI,2006,2006-12-04,08:40:00 AM,08:40:00 AM,,CAR,13,12,Mon,W 27-24,,27,24,3,51,21,39,53.8,304,3,0,1,8,105.9
164,PHI,2009,2009-12-27,04:16:00 AM,04:16:00 AM,,DEN,16,15,Sun,W 30-27,,30,27,3,57,20,35,57.1,289,3,1,4,33,104.7
165,PHI,2013,2013-12-01,01:02:00 AM,01:02:00 AM,,ARI,13,12,Sun,W 24-21,,24,21,3,45,21,34,61.8,202,3,0,5,35,112
166,PHI,2014,2014-09-21,01:02:00 AM,01:02:00 AM,,WAS,3,3,Sun,W 37-34,,37,34,3,71,27,41,65.9,325,3,0,0,0,114.4
167,PIT,1988,1988-12-04,08:00:00 AM,07:00:00 AM,@,HOU,14,14,Sun,W 37-34,,37,34,3,71,18,37,48.6,332,3,0,3,19,109.2
168,PIT,2016,2017-01-01,01:00:00 AM,01:00:00 AM,,CLE,17,16,Sun,W 27-24,OT,27,24,3,51,24,37,64.9,243,3,1,4,34,103.1
169,PIT,2018,2018-09-24,08:15:00 AM,08:15:00 AM,@,TAM,3,3,Mon,W 30-27,,30,27,3,57,30,38,78.9,335,3,1,3,18,120.7
170,OAK,1976,1976-09-12,04:00:00 AM,01:00:00 AM,,PIT,1,1,Sun,W 31-28,,31,28,3,59,21,38,55.3,324,3,4,2,18,72.4
171,OAK,1976,1976-09-20,09:00:00 AM,08:00:00 AM,@,KAN,2,2,Mon,W 24-21,,24,21,3,45,23,29,79.3,235,3,1,0,0,120.5
172,OAK,1981,1981-12-07,09:00:00 AM,06:00:00 AM,,PIT,14,14,Mon,W 30-27,,30,27,3,57,18,29,62.1,257,3,1,3,18,113.4
173,RAI,1993,1994-01-02,04:00:00 AM,01:00:00 AM,,DEN,18,16,Sun,W 33-30,OT,33,30,3,63,25,41,61,304,3,0,3,6,108.8
174,OAK,1999,2000-01-02,01:01:00 AM,12:01:00 PM,@,KAN,17,16,Sun,W 41-38,OT,41,38,3,79,25,47,53.2,302,3,2,4,22,78.7
175,OAK,2003,2003-09-28,04:05:00 AM,01:05:00 AM,,SDG,4,4,Sun,W 34-31,OT,34,31,3,65,26,43,60.5,328,3,1,3,20,99.8
176,OAK,2009,2009-12-06,01:02:00 AM,01:02:00 AM,@,PIT,13,12,Sun,W 27-24,,27,24,3,51,20,34,58.8,287,3,0,3,21,118.3
177,OAK,2012,2012-09-23,04:25:00 AM,01:25:00 AM,,PIT,3,3,Sun,W 34-31,,34,31,3,65,24,34,70.6,202,3,1,1,7,103.7
178,OAK,2015,2015-11-29,01:02:00 AM,12:02:00 PM,@,TEN,12,11,Sun,W 24-21,,24,21,3,45,24,38,63.2,323,3,0,1,7,117.2
179,LVR,2020,2020-12-06,01:00:00 AM,01:00:00 AM,@,NYJ,13,12,Sun,W 31-28,,31,28,3,59,28,47,59.6,368,3,1,2,13,97.9
180,STL,1995,1995-12-03,01:00:00 AM,01:00:00 AM,@,NYJ,14,13,Sun,W 23-20,,23,20,3,43,17,38,44.7,134,3,4,4,37,44.8
181,STL,2004,2005-01-02,01:02:00 AM,12:02:00 PM,,NYJ,17,16,Sun,W 32-29,OT,32,29,3,61,29,40,72.5,432,3,2,3,18,113.5
182,STL,2010,2010-11-28,04:16:00 AM,02:16:00 AM,@,DEN,12,11,Sun,W 36-33,,36,33,3,69,22,37,59.5,308,3,0,2,0,113.3
183,STL,2012,2012-09-16,04:05:00 AM,03:05:00 AM,,WAS,2,2,Sun,W 31-28,,31,28,3,59,26,35,74.3,301,3,1,2,9,117.6
184,LAR,2020,2020-11-23,08:15:00 AM,08:15:00 AM,@,TAM,11,10,Mon,W 27-24,,27,24,3,51,39,51,76.5,376,3,2,0,0,99.8
185,BAL,2010,2010-10-24,01:02:00 AM,01:02:00 AM,,BUF,7,7,Sun,W 37-34,OT,37,34,3,71,16,31,51.6,229,3,0,2,21,111
186,BAL,2013,2013-12-08,01:03:00 AM,01:03:00 AM,,MIN,14,13,Sun,W 29-26,,29,26,3,55,28,50,56,228,3,3,2,17,64.2
187,SDG,1970,1970-11-08,04:00:00 AM,01:00:00 AM,,DEN,8,8,Sun,W 24-21,,24,21,3,45,14,21,66.7,144,3,0,5,41,133.9
188,SDG,1980,1980-11-20,08:30:00 AM,08:30:00 AM,@,MIA,12,12,Thu,W 27-24,OT,27,24,3,51,25,41,61,221,3,0,1,5,100.3
189,SDG,1994,1994-09-04,08:00:00 AM,06:00:00 AM,@,DEN,1,1,Sun,W 37-34,,37,34,3,71,12,22,54.5,232,3,0,0,0,131.1
190,SDG,1995,1995-12-09,04:00:00 AM,01:00:00 AM,,ARI,15,14,Sat,W 28-25,,28,25,3,53,26,41,63.4,288,3,4,0,0,69
191,SDG,2009,2009-12-20,04:05:00 AM,01:05:00 AM,,CIN,15,14,Sun,W 27-24,,27,24,3,51,24,38,63.2,296,3,2,2,12,92.9
192,SDG,2013,2013-09-15,01:02:00 AM,01:02:00 AM,@,PHI,2,2,Sun,W 33-30,,33,30,3,63,36,47,76.6,413,3,0,1,6,124.3
193,SDG,2013,2013-11-24,01:03:00 AM,12:03:00 PM,@,KAN,12,11,Sun,W 41-38,,41,38,3,79,27,39,69.2,387,3,0,1,5,127.3
194,SDG,2013,2013-12-29,04:26:00 AM,01:26:00 AM,,KAN,17,16,Sun,W 27-24,OT,27,24,3,51,22,33,66.7,219,3,1,3,10,104.2
195,SDG,2014,2014-10-12,04:05:00 AM,01:05:00 AM,@,OAK,6,6,Sun,W 31-28,,31,28,3,59,22,35,62.9,307,3,0,1,6,120.3
196,SDG,2015,2015-10-04,04:05:00 AM,01:05:00 AM,,CLE,4,4,Sun,W 30-27,,30,27,3,57,23,38,60.5,347,3,0,2,11,118.1
197,SEA,1983,1983-11-27,04:00:00 AM,01:00:00 AM,,KAN,13,13,Sun,W 51-48,OT,51,48,3,99,17,32,53.1,251,3,1,6,40,102.5
198,SEA,1984,1984-10-14,04:00:00 AM,01:00:00 AM,,BUF,7,7,Sun,W 31-28,,31,28,3,59,17,29,58.6,197,3,2,3,34,89.9
199,SEA,1984,1984-11-25,04:00:00 AM,02:00:00 AM,@,DEN,13,13,Sun,W 27-24,,27,24,3,51,30,44,68.2,406,3,0,0,0,120.1
200,SEA,2001,2001-12-30,04:15:00 AM,01:15:00 AM,@,SDG,16,15,Sun,W 25-22,,25,22,3,47,14,23,60.9,246,3,0,3,21,140.8
201,SEA,2007,2007-09-23,04:05:00 AM,01:05:00 AM,,CIN,3,3,Sun,W 24-21,,24,21,3,45,24,37,64.9,238,3,2,2,10,88.6
202,SFO,1970,1970-09-27,04:00:00 AM,01:00:00 AM,,CLE,2,2,Sun,W 34-31,,34,31,3,65,20,31,64.5,277,3,0,0,0,125.3
203,SFO,1989,1989-12-11,09:00:00 AM,06:00:00 AM,@,RAM,14,14,Mon,W 30-27,,30,27,3,57,30,42,71.4,439,3,2,2,19,111
204,SFO,1990,1990-10-07,01:00:00 AM,12:00:00 PM,@,HOU,5,4,Sun,W 24-21,,24,21,3,45,20,28,71.4,300,3,1,2,18,129.8
205,SFO,1998,1998-12-06,01:00:00 AM,01:00:00 AM,@,CAR,14,13,Sun,W 31-28,OT,31,28,3,59,20,32,62.5,238,3,1,1,3,103.8
206,SFO,2001,2001-11-18,01:02:00 AM,01:02:00 AM,@,CAR,10,9,Sun,W 25-22,OT,25,22,3,47,34,54,63,296,3,2,3,9,81.2
207,SFO,2004,2004-12-12,04:15:00 AM,02:15:00 AM,@,ARI,14,13,Sun,W 31-28,OT,31,28,3,59,18,34,52.9,184,3,0,1,7,99
208,TAM,1997,1997-11-02,01:00:00 AM,01:00:00 AM,@,IND,10,9,Sun,W 31-28,,31,28,3,59,16,25,64,150,3,0,3,14,122.3
209,WAS,1975,1975-12-07,01:00:00 AM,01:00:00 AM,@,ATL,12,12,Sun,W 30-27,,30,27,3,57,25,38,65.8,314,3,1,1,6,107.3
210,WAS,1976,1976-11-07,04:00:00 AM,01:00:00 AM,@,SFO,9,9,Sun,W 24-21,,24,21,3,45,20,32,62.5,283,3,2,2,19,98.7
211,WAS,1982,1982-09-12,01:00:00 AM,01:00:00 AM,@,PHI,1,1,Sun,W 37-34,OT,37,34,3,71,28,39,71.8,373,3,0,1,9,128.4
212,ATL,1971,1971-09-19,01:00:00 AM,01:00:00 AM,,SFO,1,1,Sun,W 20-17,,20,17,3,37,16,21,76.2,165,2,0,3,20,134
213,ATL,1976,1976-10-31,01:00:00 AM,01:00:00 AM,,NOR,8,8,Sun,W 23-20,,23,20,3,43,14,21,66.7,150,2,1,1,12,101.7
214,ATL,1980,1980-10-26,01:00:00 AM,01:00:00 AM,,RAM,8,8,Sun,W 13-10,,13,10,3,23,12,22,54.5,151,2,2,6,58,79.5
215,ATL,1980,1980-12-07,01:00:00 AM,01:00:00 AM,@,PHI,14,14,Sun,W 20-17,,20,17,3,37,13,33,39.4,193,2,2,2,22,57
216,ATL,1983,1983-09-04,01:00:00 AM,12:00:00 PM,@,CHI,1,1,Sun,W 20-17,,20,17,3,37,14,23,60.9,185,2,0,4,16,118.2
217,ATL,1991,1991-11-03,01:00:00 AM,01:00:00 AM,,SFO,10,9,Sun,W 17-14,,17,14,3,31,12,31,38.7,127,2,1,1,4,60
218,ATL,1991,1991-11-24,08:00:00 AM,07:00:00 AM,@,NOR,13,12,Sun,W 23-20,OT,23,20,3,43,15,31,48.4,240,2,3,4,20,59.3
219,ATL,1992,1992-09-06,01:00:00 AM,01:00:00 AM,,NYJ,1,1,Sun,W 20-17,,20,17,3,37,21,30,70,189,2,0,1,7,109.9
220,ATL,1992,1992-11-15,01:00:00 AM,01:00:00 AM,,PHO,11,10,Sun,W 20-17,,20,17,3,37,19,27,70.4,223,2,1,4,17,107
221,ATL,1993,1993-11-28,01:00:00 AM,01:00:00 AM,,CLE,13,11,Sun,W 17-14,,17,14,3,31,21,30,70,194,2,0,2,20,112.4
222,ATL,1995,1995-09-03,01:00:00 AM,01:00:00 AM,,CAR,1,1,Sun,W 23-20,OT,23,20,3,43,27,46,58.7,274,2,1,3,16,82.7
223,ATL,2001,2001-11-18,01:02:00 AM,12:02:00 PM,@,GNB,10,9,Sun,W 23-20,,23,20,3,43,29,50,58,335,2,2,3,17,76.4
224,ATL,2001,2001-12-23,01:05:00 AM,01:05:00 AM,,BUF,15,14,Sun,W 33-30,,33,30,3,63,28,40,70,422,2,2,1,9,101.1
225,ATL,2004,2004-11-28,04:05:00 AM,04:05:00 AM,,NOR,12,11,Sun,W 24-21,,24,21,3,45,16,29,55.2,210,2,1,2,2,87.1
226,ATL,2004,2004-12-18,08:36:00 AM,08:36:00 AM,,CAR,15,14,Sat,W 34-31,OT,34,31,3,65,11,28,39.3,125,2,2,4,29,51.8
227,ATL,2008,2008-10-05,01:02:00 AM,12:02:00 PM,@,GNB,5,5,Sun,W 27-24,,27,24,3,51,16,26,61.5,194,2,1,0,0,94.1
228,ATL,2009,2009-11-29,01:03:00 AM,01:03:00 AM,,TAM,12,11,Sun,W 20-17,,20,17,3,37,25,44,56.8,222,2,0,6,36,89
229,ATL,2010,2010-09-26,01:03:00 AM,12:03:00 PM,@,NOR,3,3,Sun,W 27-24,OT,27,24,3,51,19,30,63.3,215,2,0,2,13,108.7
230,ATL,2017,2017-11-20,08:30:00 AM,05:30:00 AM,@,SEA,11,10,Mon,W 34-31,,34,31,3,65,19,27,70.4,190,2,0,1,5,115.5
231,BUF,1970,1970-10-04,01:00:00 AM,01:00:00 AM,,NYJ,3,3,Sun,W 34-31,,34,31,3,65,12,21,57.1,252,2,2,5,65,93.9
232,BUF,1972,1972-11-19,01:00:00 AM,01:00:00 AM,@,NWE,10,10,Sun,W 27-24,,27,24,3,51,12,26,46.2,116,2,0,4,27,89.1
233,BUF,1981,1981-11-22,01:00:00 AM,01:00:00 AM,,NWE,12,12,Sun,W 20-17,,20,17,3,37,15,34,44.1,249,2,1,1,9,77.8
234,BUF,1986,1986-11-30,01:00:00 AM,12:00:00 PM,@,KAN,13,13,Sun,W 17-14,,17,14,3,31,17,34,50,172,2,1,2,18,74.4
235,BUF,1987,1987-10-25,01:00:00 AM,01:00:00 AM,@,MIA,7,6,Sun,W 34-31,OT,34,31,3,65,29,39,74.4,330,2,0,3,29,119.5
236,BUF,1989,1989-10-16,09:00:00 AM,09:00:00 AM,,RAM,6,6,Mon,W 23-20,,23,20,3,43,21,37,56.8,214,2,1,0,0,80.2
237,BUF,1991,1991-09-15,04:00:00 AM,04:00:00 AM,@,NYJ,3,3,Sun,W 23-20,,23,20,3,43,27,37,73,240,2,1,4,35,100.6
238,BUF,1991,1991-12-08,04:00:00 AM,01:00:00 AM,@,RAI,15,14,Sun,W 30-27,OT,30,27,3,57,33,52,63.5,330,2,1,3,17,87.6
239,BUF,1995,1995-10-02,09:00:00 AM,09:00:00 AM,@,CLE,5,4,Mon,W 22-19,,22,19,3,41,27,34,79.4,246,2,1,1,10,105.4
240,BUF,2010,2010-12-19,01:02:00 AM,01:02:00 AM,@,MIA,15,14,Sun,W 17-14,,17,14,3,31,16,26,61.5,211,2,1,2,12,98.7
241,BUF,2011,2011-09-25,01:03:00 AM,01:03:00 AM,,NWE,3,3,Sun,W 34-31,,34,31,3,65,27,40,67.5,369,2,2,0,0,92.6
242,CAR,1995,1995-10-29,01:00:00 AM,01:00:00 AM,@,NWE,9,8,Sun,W 20-17,OT,20,17,3,37,25,46,54.3,291,2,1,2,18,80.8
243,CAR,2000,2000-11-05,08:35:00 AM,07:35:00 AM,@,STL,10,9,Sun,W 27-24,,27,24,3,51,15,25,60,178,2,1,5,36,97.7
244,CAR,2003,2003-11-09,01:02:00 AM,01:02:00 AM,,TAM,10,9,Sun,W 27-24,,27,24,3,51,20,32,62.5,263,2,2,2,14,85
245,CAR,2005,2005-10-03,09:07:00 AM,09:07:00 AM,,GNB,4,4,Mon,W 32-29,,32,29,3,61,17,24,70.8,196,2,0,2,10,124.7
246,CAR,2006,2006-10-01,01:02:00 AM,01:02:00 AM,,NOR,4,4,Sun,W 21-18,,21,18,3,39,19,29,65.5,157,2,0,1,12,104
247,CAR,2010,2010-10-24,01:03:00 AM,01:03:00 AM,,SFO,7,6,Sun,W 23-20,,23,20,3,43,28,41,68.3,303,2,1,1,5,96.4
248,CAR,2015,2015-11-02,08:30:00 AM,08:30:00 AM,,IND,8,7,Mon,W 29-26,OT,29,26,3,55,16,35,45.7,239,2,1,2,9,76.8
249,CHI,1971,1971-09-26,02:00:00 AM,01:00:00 AM,@,MIN,2,2,Sun,W 20-17,,20,17,3,37,26,42,61.9,239,2,1,4,29,86.2
250,CHI,1982,1982-11-21,01:00:00 AM,12:00:00 PM,,DET,11,3,Sun,W 20-17,,20,17,3,37,16,27,59.3,221,2,3,3,12,72.5
251,CHI,1983,1983-11-13,01:00:00 AM,12:00:00 PM,,PHI,11,11,Sun,W 17-14,,17,14,3,31,10,20,50,112,2,0,4,28,106.2
252,CHI,1992,1992-09-06,01:00:00 AM,12:00:00 PM,,DET,1,1,Sun,W 27-24,,27,24,3,51,19,30,63.3,227,2,0,0,0,108.6
253,CHI,1995,1995-10-22,01:00:00 AM,12:00:00 PM,,HOU,8,7,Sun,W 35-32,,35,32,3,67,24,41,58.5,349,2,2,0,0,82.3
254,CHI,1995,1995-11-26,01:00:00 AM,01:00:00 AM,@,NYG,13,12,Sun,W 27-24,,27,24,3,51,25,39,64.1,266,2,0,1,2,101.2
255,CHI,1997,1997-10-27,09:00:00 AM,09:00:00 AM,@,MIA,9,8,Mon,W 36-33,OT,36,33,3,69,32,50,64,336,2,0,1,7,97.3
256,CHI,1999,1999-09-12,01:02:00 AM,12:02:00 PM,,KAN,1,1,Sun,W 20-17,,20,17,3,37,31,47,66,307,2,0,1,15,99.8
257,CHI,2000,2000-10-01,04:15:00 AM,03:15:00 AM,@,GNB,5,5,Sun,W 27-24,,27,24,3,51,11,20,55,192,2,0,5,11,123.5
258,CHI,2002,2002-11-24,01:03:00 AM,12:03:00 PM,,DET,12,11,Sun,W 20-17,OT,20,17,3,37,31,51,60.8,347,2,0,3,14,95.3
259,CHI,2003,2003-12-21,01:03:00 AM,12:03:00 PM,,WAS,16,15,Sun,W 27-24,,27,24,3,51,19,32,59.4,238,2,1,2,11,91.8
260,CHI,2006,2006-12-17,01:05:00 AM,12:05:00 PM,,TAM,15,14,Sun,W 34-31,OT,34,31,3,65,29,44,65.9,312,2,0,4,27,104.3
261,CHI,2009,2009-09-20,04:15:00 AM,03:15:00 AM,,PIT,2,2,Sun,W 17-14,,17,14,3,31,27,38,71.1,231,2,0,2,5,104.7
262,CHI,2010,2010-11-07,01:02:00 AM,01:02:00 AM,@,BUF,9,8,Sun,W 22-19,,22,19,3,41,17,30,56.7,178,2,0,1,10,97.6
263,CHI,2013,2013-09-08,01:02:00 AM,12:02:00 PM,,CIN,1,1,Sun,W 24-21,,24,21,3,45,21,33,63.6,242,2,1,0,0,93.2
264,CHI,2015,2015-11-09,08:30:00 AM,05:30:00 AM,@,SDG,9,8,Mon,W 22-19,,22,19,3,41,27,40,67.5,337,2,1,1,8,100.5
265,CHI,2016,2016-10-02,01:00:00 AM,12:00:00 PM,,DET,4,4,Sun,W 17-14,,17,14,3,31,28,36,77.8,294,2,0,2,8,120.1
266,CHI,2017,2017-10-15,01:00:00 AM,01:00:00 AM,@,BAL,6,6,Sun,W 27-24,OT,27,24,3,51,9,17,52.9,111,2,0,4,23,118.3
267,CIN,1984,1984-12-02,01:00:00 AM,01:00:00 AM,@,CLE,14,14,Sun,W 20-17,OT,20,17,3,37,28,41,68.3,229,2,1,2,17,90.1
268,CIN,1984,1984-12-09,01:00:00 AM,12:00:00 PM,@,NOR,15,15,Sun,W 24-21,,24,21,3,45,19,32,59.4,172,2,0,2,20,97.4
269,CIN,1986,1986-09-14,01:00:00 AM,01:00:00 AM,,BUF,2,2,Sun,W 36-33,OT,36,33,3,69,17,29,58.6,240,2,1,1,12,95.8
270,CIN,1987,1987-12-06,01:00:00 AM,01:00:00 AM,,KAN,13,12,Sun,W 30-27,OT,30,27,3,57,28,44,63.6,359,2,0,1,9,105.1
271,CIN,1988,1988-12-17,12:30:00 PM,12:30:00 PM,,WAS,16,16,Sat,W 20-17,OT,20,17,3,37,10,19,52.6,183,2,0,1,4,122
272,CIN,1994,1994-12-24,01:00:00 AM,01:00:00 AM,,PHI,17,16,Sat,W 33-30,,33,30,3,63,17,42,40.5,233,2,3,1,6,45.6
273,CIN,1995,1995-12-24,01:00:00 AM,01:00:00 AM,,MIN,17,16,Sun,W 27-24,,27,24,3,51,23,41,56.1,231,2,2,0,0,68.2
274,CIN,2001,2001-12-30,01:02:00 AM,01:02:00 AM,,PIT,16,15,Sun,W 26-23,OT,26,23,3,49,35,68,51.5,403,2,1,2,8,73.8
275,CIN,2003,2003-10-26,01:02:00 AM,01:02:00 AM,,SEA,8,7,Sun,W 27-24,,27,24,3,51,18,30,60,218,2,0,2,8,105.7
276,CIN,2003,2003-12-14,01:03:00 AM,01:03:00 AM,,SFO,15,14,Sun,W 41-38,,41,38,3,79,18,25,72,168,2,0,2,21,120.2
277,CIN,2006,2006-10-22,01:03:00 AM,01:03:00 AM,,CAR,7,6,Sun,W 17-14,,17,14,3,31,23,39,59,230,2,0,2,10,94
278,CIN,2009,2009-10-04,01:03:00 AM,01:03:00 AM,@,CLE,4,4,Sun,W 23-20,OT,23,20,3,43,23,44,52.3,221,2,1,2,9,73.1
279,CIN,2015,2015-10-11,01:03:00 AM,01:03:00 AM,,SEA,5,5,Sun,W 27-24,OT,27,24,3,51,30,44,68.2,310,2,1,4,21,95.9
280,CIN,2018,2018-10-28,01:00:00 AM,01:00:00 AM,,TAM,8,8,Sun,W 37-34,,37,34,3,71,21,34,61.8,264,2,0,2,16,107.5
281,CLE,1970,1970-10-11,01:00:00 AM,01:00:00 AM,,CIN,4,4,Sun,W 30-27,,30,27,3,57,17,29,58.6,216,2,1,1,10,92
282,CLE,1972,1972-12-09,01:00:00 AM,01:00:00 AM,@,CIN,13,13,Sat,W 27-24,,27,24,3,51,11,26,42.3,150,2,2,2,15,57.4
283,CLE,1978,1978-12-10,01:00:00 AM,01:00:00 AM,,200,15,15,Sun,W 37-34,OT,37,34,3,71,20,32,62.5,283,2,1,0,0,98.8
284,CLE,1979,1979-09-02,04:00:00 AM,04:00:00 AM,@,201,1,1,Sun,W 25-22,OT,25,22,3,47,21,36,58.3,292,2,3,1,10,69.4
285,CLE,2000,2000-09-17,01:02:00 AM,01:02:00 AM,,PIT,3,3,Sun,W 23-20,,23,20,3,43,23,31,74.2,316,2,0,0,0,127.9
286,CLE,2002,2002-10-27,01:02:00 AM,01:02:00 AM,@,NYJ,8,8,Sun,W 24-21,,24,21,3,45,32,48,66.7,279,2,0,2,15,97
287,CLE,2015,2015-10-11,01:02:00 AM,01:02:00 AM,@,BAL,5,5,Sun,W 33-30,OT,33,30,3,63,36,51,70.6,422,2,0,4,35,111.3
288,CLE,2019,2019-11-10,01:00:00 AM,01:00:00 AM,,BUF,10,9,Sun,W 19-16,,19,16,3,35,26,38,68.4,221,2,0,2,17,102.7
289,IND,1988,1988-12-18,01:00:00 AM,01:00:00 AM,,BUF,16,16,Sun,W 17-14,,17,14,3,31,14,26,53.8,117,2,0,3,24,95.2
290,IND,1990,1990-11-18,04:00:00 AM,04:00:00 AM,,NYJ,11,10,Sun,W 17-14,,17,14,3,31,14,22,63.6,225,2,1,4,24,113.6
291,IND,1995,1995-09-10,04:00:00 AM,04:00:00 AM,@,NYJ,2,2,Sun,W 27-24,OT,27,24,3,51,23,34,67.6,239,2,1,4,25,98.2
292,IND,1999,1999-12-19,01:00:00 AM,01:00:00 AM,,WAS,15,14,Sun,W 24-21,,24,21,3,45,23,37,62.2,291,2,1,1,7,94.2
293,IND,2003,2003-10-06,09:15:00 AM,09:15:00 AM,@,TAM,5,5,Mon,W 38-35,OT,38,35,3,73,34,47,72.3,381,2,1,1,5,101.9
294,IND,2004,2004-12-26,01:00:00 AM,01:00:00 AM,,SDG,16,15,Sun,W 34-31,OT,34,31,3,65,27,44,61.4,360,2,1,4,23,95.2
295,IND,2008,2008-11-02,08:23:00 AM,08:23:00 AM,,NWE,9,8,Sun,W 18-15,,18,15,3,33,21,29,72.4,254,2,0,0,0,121.9
296,IND,2008,2008-11-23,08:20:00 AM,05:20:00 AM,@,SDG,12,11,Sun,W 23-20,,23,20,3,43,32,44,72.7,250,2,1,1,5,92.5
297,IND,2010,2010-10-17,08:31:00 AM,08:31:00 AM,@,WAS,6,6,Sun,W 27-24,,27,24,3,51,25,38,65.8,299,2,0,1,8,108.1
298,IND,2010,2011-01-02,04:16:00 AM,04:16:00 AM,,TEN,17,16,Sun,W 23-20,,23,20,3,43,27,41,65.9,257,2,0,1,7,100.1
299,IND,2012,2012-09-16,01:03:00 AM,01:03:00 AM,,MIN,2,2,Sun,W 23-20,,23,20,3,43,20,31,64.5,194,2,0,2,30,107.5
300,IND,2012,2012-10-07,01:03:00 AM,01:03:00 AM,,GNB,5,4,Sun,W 30-27,,30,27,3,57,31,55,56.4,345,2,1,4,17,81
301,IND,2012,2012-11-04,01:02:00 AM,01:02:00 AM,,MIA,9,8,Sun,W 23-20,,23,20,3,43,30,48,62.5,419,2,0,1,14,105.6
302,IND,2015,2015-11-08,04:25:00 AM,04:25:00 AM,,DEN,9,9,Sun,W 27-24,,27,24,3,51,21,36,58.3,245,2,0,1,7,98.4
303,IND,2015,2015-11-22,01:02:00 AM,01:02:00 AM,@,ATL,11,10,Sun,W 24-21,,24,21,3,45,23,32,71.9,202,2,2,2,11,84.5
304,IND,2018,2018-12-09,01:00:00 AM,12:00:00 PM,@,HOU,14,13,Sun,W 24-21,,24,21,3,45,27,41,65.9,386,2,1,2,13,103.6
305,IND,2019,2019-09-22,01:00:00 AM,01:00:00 AM,,ATL,3,3,Sun,W 27-24,,27,24,3,51,28,37,75.7,300,2,0,1,10,118.1
306,STL,1974,1974-10-13,02:00:00 AM,01:00:00 AM,,DAL,5,5,Sun,W 31-28,,31,28,3,59,9,21,42.9,236,2,0,0,0,116.4
307,STL,1974,1974-10-27,02:00:00 AM,01:00:00 AM,,WAS,7,7,Sun,W 23-20,,23,20,3,43,15,20,75,190,2,0,1,10,139.6
308,STL,1975,1975-11-16,04:00:00 AM,03:00:00 AM,,WAS,9,9,Sun,W 20-17,OT,20,17,3,37,19,37,51.4,197,2,2,2,18,64.6
309,STL,1982,1982-12-26,01:00:00 AM,12:00:00 PM,,NYG,16,8,Sun,W 24-21,,24,21,3,45,14,25,56,186,2,1,4,26,94.1
310,STL,1983,1983-09-25,01:00:00 AM,01:00:00 AM,@,PHI,4,4,Sun,W 14-11,,14,11,3,25,12,19,63.2,89,2,0,5,34,116.8
311,ARI,1997,1997-09-07,08:00:00 AM,06:00:00 AM,,DAL,2,2,Sun,W 25-22,OT,25,22,3,47,26,47,55.3,220,2,0,3,29,84.4
312,ARI,1998,1998-11-22,01:01:00 AM,01:01:00 AM,@,WAS,12,11,Sun,W 45-42,,45,42,3,87,17,28,60.7,248,2,1,1,3,99
313,ARI,2002,2002-12-08,04:06:00 AM,02:06:00 AM,,DET,14,13,Sun,W 23-20,OT,23,20,3,43,24,43,55.8,180,2,1,6,48,76.5
314,ARI,2003,2003-11-02,04:05:00 AM,02:05:00 AM,,CIN,9,8,Sun,W 17-14,,17,14,3,31,18,28,64.3,143,2,0,2,23,104.2
315,ARI,2013,2013-11-10,04:25:00 AM,02:25:00 AM,,HOU,10,9,Sun,W 27-24,,27,24,3,51,20,32,62.5,235,2,1,1,6,93.4
316,ARI,2015,2015-12-10,08:25:00 AM,06:25:00 AM,,MIN,14,13,Thu,W 23-20,,23,20,3,43,25,35,71.4,296,2,0,2,14,117.6
317,ARI,2017,2017-11-26,04:25:00 AM,02:25:00 AM,,JAX,12,11,Sun,W 27-24,,27,24,3,51,22,38,57.9,236,2,1,1,5,83.3
